1,2,3
0,1467854345,Mon Apr 06 22:31:09 PDT 2009
0,1467854706,Mon Apr 06 22:31:15 PDT 2009
0,1467854917,Mon Apr 06 22:31:18 PDT 2009
0,1467855673,Mon Apr 06 22:31:29 PDT 2009
0,1467855812,Mon Apr 06 22:31:31 PDT 2009
0,1467855981,Mon Apr 06 22:31:37 PDT 2009
0,1467856044,Mon Apr 06 22:31:35 PDT 2009
0,1467856352,Mon Apr 06 22:31:40 PDT 2009
0,1467856426,Mon Apr 06 22:31:41 PDT 2009
0,1467856497,Mon Apr 06 22:31:43 PDT 2009
0,1467856632,Mon Apr 06 22:31:45 PDT 2009
0,1467856821,Mon Apr 06 22:31:48 PDT 2009
0,1467856919,Mon Apr 06 22:31:50 PDT 2009
0,1467857221,Mon Apr 06 22:31:54 PDT 2009
0,1467857297,Mon Apr 06 22:31:56 PDT 2009
0,1467857378,Mon Apr 06 22:31:57 PDT 2009
0,1467857511,Mon Apr 06 22:31:59 PDT 2009
0,1467857722,Mon Apr 06 22:32:02 PDT 2009
0,1467857975,Mon Apr 06 22:32:06 PDT 2009
0,1467858363,Mon Apr 06 22:32:12 PDT 2009
0,1467858627,Mon Apr 06 22:32:16 PDT 2009
0,1467858869,Mon Apr 06 22:32:20 PDT 2009
0,1467859025,Mon Apr 06 22:32:22 PDT 2009
0,1467859066,Mon Apr 06 22:32:23 PDT 2009
0,1467859408,Mon Apr 06 22:32:28 PDT 2009
0,1467859436,Mon Apr 06 22:32:28 PDT 2009
0,1467859558,Mon Apr 06 22:32:30 PDT 2009
0,1467859666,Mon Apr 06 22:32:31 PDT 2009
0,1467859820,Mon Apr 06 22:32:36 PDT 2009
0,1467859922,Mon Apr 06 22:32:35 PDT 2009
0,1467860144,Mon Apr 06 22:32:38 PDT 2009
0,1467860268,Mon Apr 06 22:32:40 PDT 2009
0,1467860895,Mon Apr 06 22:32:50 PDT 2009
0,1467860904,Mon Apr 06 22:32:51 PDT 2009
0,1467861095,Mon Apr 06 22:32:54 PDT 2009
0,1467861413,Mon Apr 06 22:32:58 PDT 2009
0,1467861522,Mon Apr 06 22:33:00 PDT 2009
0,1467861571,Mon Apr 06 22:33:01 PDT 2009
0,1467862213,Mon Apr 06 22:33:11 PDT 2009
0,1467862313,Mon Apr 06 22:33:13 PDT 2009
0,1467862355,Mon Apr 06 22:33:13 PDT 2009
0,1467862411,Mon Apr 06 22:33:16 PDT 2009
0,1467862710,Mon Apr 06 22:33:20 PDT 2009
0,1467862806,Mon Apr 06 22:33:21 PDT 2009
0,1467863072,Mon Apr 06 22:33:25 PDT 2009
0,1467863415,Mon Apr 06 22:33:31 PDT 2009
0,1467863507,Mon Apr 06 22:33:32 PDT 2009
0,1467863508,Mon Apr 06 22:33:32 PDT 2009
0,1467863633,Mon Apr 06 22:33:34 PDT 2009
0,1467863684,Mon Apr 06 22:33:35 PDT 2009
0,1467863716,Mon Apr 06 22:33:35 PDT 2009
0,1467864250,Mon Apr 06 22:33:44 PDT 2009
0,1467870864,Mon Apr 06 22:35:29 PDT 2009
0,1467870866,Mon Apr 06 22:35:29 PDT 2009
0,1467871007,Mon Apr 06 22:35:31 PDT 2009
0,1467871040,Mon Apr 06 22:35:31 PDT 2009
0,1467871223,Mon Apr 06 22:35:35 PDT 2009
0,1467871226,Mon Apr 06 22:35:36 PDT 2009
0,1467871545,Mon Apr 06 22:35:40 PDT 2009
0,1467871552,Mon Apr 06 22:35:40 PDT 2009
0,1467871661,Mon Apr 06 22:35:41 PDT 2009
0,1467871754,Mon Apr 06 22:35:43 PDT 2009
0,1467871844,Mon Apr 06 22:35:44 PDT 2009
0,1467871917,Mon Apr 06 22:35:46 PDT 2009
0,1467871956,Mon Apr 06 22:35:46 PDT 2009
0,1467872136,Mon Apr 06 22:35:51 PDT 2009
0,1467872175,Mon Apr 06 22:35:50 PDT 2009
0,1467872181,Mon Apr 06 22:35:50 PDT 2009
0,1467872218,Mon Apr 06 22:35:50 PDT 2009
0,1467872247,Mon Apr 06 22:35:51 PDT 2009
0,1467872309,Mon Apr 06 22:35:51 PDT 2009
0,1467872355,Mon Apr 06 22:35:52 PDT 2009
0,1467872594,Mon Apr 06 22:35:56 PDT 2009
0,1467872638,Mon Apr 06 22:35:59 PDT 2009
0,1467872759,Mon Apr 06 22:35:59 PDT 2009
0,1467872940,Mon Apr 06 22:36:02 PDT 2009
0,1467873004,Mon Apr 06 22:36:03 PDT 2009
0,1467873227,Mon Apr 06 22:36:06 PDT 2009
0,1467873256,Mon Apr 06 22:36:06 PDT 2009
0,1467873467,Mon Apr 06 22:36:10 PDT 2009
0,1467873592,Mon Apr 06 22:36:15 PDT 2009
0,1467873828,Mon Apr 06 22:36:16 PDT 2009
0,1467873980,Mon Apr 06 22:36:19 PDT 2009
0,1467874103,Mon Apr 06 22:36:20 PDT 2009
0,1467874479,Mon Apr 06 22:36:26 PDT 2009
0,1467874569,Mon Apr 06 22:36:27 PDT 2009
0,1467874916,Mon Apr 06 22:36:33 PDT 2009
0,1467875163,Mon Apr 06 22:36:38 PDT 2009
0,1467875208,Mon Apr 06 22:36:39 PDT 2009
0,1467875930,Mon Apr 06 22:36:51 PDT 2009
0,1467876016,Mon Apr 06 22:36:52 PDT 2009
0,1467876133,Mon Apr 06 22:36:54 PDT 2009
0,1467876652,Mon Apr 06 22:37:03 PDT 2009
0,1467876711,Mon Apr 06 22:37:04 PDT 2009
0,1467876944,Mon Apr 06 22:37:07 PDT 2009
0,1467877496,Mon Apr 06 22:37:16 PDT 2009
0,1467877833,Mon Apr 06 22:37:22 PDT 2009
0,1467877865,Mon Apr 06 22:37:23 PDT 2009
0,1467878057,Mon Apr 06 22:37:26 PDT 2009
0,1467878557,Mon Apr 06 22:37:36 PDT 2009
0,1467878633,Mon Apr 06 22:37:35 PDT 2009
0,1467878929,Mon Apr 06 22:37:40 PDT 2009
0,1467878971,Mon Apr 06 22:37:41 PDT 2009
0,1467878983,Mon Apr 06 22:37:41 PDT 2009
0,1467879203,Mon Apr 06 22:37:44 PDT 2009
0,1467879314,Mon Apr 06 22:37:46 PDT 2009
0,1467879328,Mon Apr 06 22:37:46 PDT 2009
0,1467879480,Mon Apr 06 22:37:49 PDT 2009
0,1467879984,Mon Apr 06 22:37:57 PDT 2009
0,1467880085,Mon Apr 06 22:37:59 PDT 2009
0,1467880431,Mon Apr 06 22:38:04 PDT 2009
0,1467880442,Mon Apr 06 22:38:04 PDT 2009
0,1467880463,Mon Apr 06 22:38:04 PDT 2009
0,1467880692,Mon Apr 06 22:38:08 PDT 2009
0,1467881131,Mon Apr 06 22:38:14 PDT 2009
0,1467881373,Mon Apr 06 22:38:18 PDT 2009
0,1467881376,Mon Apr 06 22:38:20 PDT 2009
0,1467881457,Mon Apr 06 22:38:20 PDT 2009
0,1467881474,Mon Apr 06 22:38:20 PDT 2009
0,1467881686,Mon Apr 06 22:38:24 PDT 2009
0,1467881809,Mon Apr 06 22:38:26 PDT 2009
0,1467881897,Mon Apr 06 22:38:30 PDT 2009
0,1467881920,Mon Apr 06 22:38:28 PDT 2009
0,1467882140,Mon Apr 06 22:38:32 PDT 2009
0,1467882491,Mon Apr 06 22:38:37 PDT 2009
0,1467882592,Mon Apr 06 22:38:39 PDT 2009
0,1467882902,Mon Apr 06 22:38:44 PDT 2009
0,1467888679,Mon Apr 06 22:40:15 PDT 2009
0,1467888732,Mon Apr 06 22:40:18 PDT 2009
0,1467888953,Mon Apr 06 22:40:20 PDT 2009
0,1467889231,Mon Apr 06 22:40:24 PDT 2009
0,1467889251,Mon Apr 06 22:40:24 PDT 2009
0,1467889334,Mon Apr 06 22:40:26 PDT 2009
0,1467889574,Mon Apr 06 22:40:30 PDT 2009
0,1467889791,Mon Apr 06 22:40:33 PDT 2009
0,1467889988,Mon Apr 06 22:40:36 PDT 2009
0,1467890079,Mon Apr 06 22:40:38 PDT 2009
0,1467890212,Mon Apr 06 22:40:43 PDT 2009
0,1467890222,Mon Apr 06 22:40:40 PDT 2009
0,1467890723,Mon Apr 06 22:40:48 PDT 2009
0,1467891826,Mon Apr 06 22:41:07 PDT 2009
0,1467891880,Mon Apr 06 22:41:06 PDT 2009
0,1467892075,Mon Apr 06 22:41:09 PDT 2009
0,1467892419,Mon Apr 06 22:41:15 PDT 2009
0,1467892515,Mon Apr 06 22:41:16 PDT 2009
0,1467892667,Mon Apr 06 22:41:19 PDT 2009
0,1467892720,Mon Apr 06 22:41:20 PDT 2009
0,1467892760,Mon Apr 06 22:41:20 PDT 2009
0,1467892889,Mon Apr 06 22:41:22 PDT 2009
0,1467892945,Mon Apr 06 22:41:25 PDT 2009
0,1467893163,Mon Apr 06 22:41:27 PDT 2009
0,1467893258,Mon Apr 06 22:41:29 PDT 2009
0,1467893275,Mon Apr 06 22:41:29 PDT 2009
0,1467893504,Mon Apr 06 22:41:33 PDT 2009
0,1467893730,Mon Apr 06 22:41:36 PDT 2009
0,1467894593,Mon Apr 06 22:41:52 PDT 2009
0,1467894600,Mon Apr 06 22:41:51 PDT 2009
0,1467894746,Mon Apr 06 22:41:54 PDT 2009
0,1467894749,Mon Apr 06 22:41:54 PDT 2009
0,1467894750,Mon Apr 06 22:41:54 PDT 2009
0,1467894786,Mon Apr 06 22:41:55 PDT 2009
0,1467894841,Mon Apr 06 22:41:56 PDT 2009
0,1467894898,Mon Apr 06 22:41:57 PDT 2009
0,1467895048,Mon Apr 06 22:41:59 PDT 2009
0,1467895109,Mon Apr 06 22:42:00 PDT 2009
0,1467895424,Mon Apr 06 22:42:07 PDT 2009
0,1467895478,Mon Apr 06 22:42:06 PDT 2009
0,1467895481,Mon Apr 06 22:42:08 PDT 2009
0,1467895712,Mon Apr 06 22:42:10 PDT 2009
0,1467896211,Mon Apr 06 22:42:18 PDT 2009
0,1467896253,Mon Apr 06 22:42:19 PDT 2009
0,1467896463,Mon Apr 06 22:42:22 PDT 2009
0,1467896777,Mon Apr 06 22:42:28 PDT 2009
0,1467896778,Mon Apr 06 22:42:28 PDT 2009
0,1467896898,Mon Apr 06 22:42:30 PDT 2009
0,1467896911,Mon Apr 06 22:42:30 PDT 2009
0,1467896996,Mon Apr 06 22:42:32 PDT 2009
0,1467897316,Mon Apr 06 22:42:37 PDT 2009
0,1467897981,Mon Apr 06 22:42:47 PDT 2009
0,1467898061,Mon Apr 06 22:42:49 PDT 2009
0,1467898076,Mon Apr 06 22:42:51 PDT 2009
0,1467898078,Mon Apr 06 22:42:49 PDT 2009
0,1467898511,Mon Apr 06 22:42:56 PDT 2009
0,1467898676,Mon Apr 06 22:42:59 PDT 2009
0,1467899025,Mon Apr 06 22:43:06 PDT 2009
0,1467899451,Mon Apr 06 22:43:12 PDT 2009
0,1467899605,Mon Apr 06 22:43:15 PDT 2009
0,1467899707,Mon Apr 06 22:43:17 PDT 2009
0,1467899753,Mon Apr 06 22:43:18 PDT 2009
0,1467900033,Mon Apr 06 22:43:23 PDT 2009
0,1467900037,Mon Apr 06 22:43:22 PDT 2009
0,1467900244,Mon Apr 06 22:43:26 PDT 2009
0,1467900431,Mon Apr 06 22:43:29 PDT 2009
0,1467900545,Mon Apr 06 22:43:31 PDT 2009
0,1467900898,Mon Apr 06 22:43:38 PDT 2009
0,1467901135,Mon Apr 06 22:43:42 PDT 2009
0,1467901188,Mon Apr 06 22:43:43 PDT 2009
0,1467901250,Mon Apr 06 22:43:44 PDT 2009
0,1467901346,Mon Apr 06 22:43:46 PDT 2009
0,1467901437,Mon Apr 06 22:43:48 PDT 2009
0,1467901500,Mon Apr 06 22:43:49 PDT 2009
0,1467901839,Mon Apr 06 22:43:54 PDT 2009
0,1467904302,Mon Apr 06 22:44:34 PDT 2009
0,1467905125,Mon Apr 06 22:44:48 PDT 2009
0,1467905378,Mon Apr 06 22:44:52 PDT 2009
0,1467905653,Mon Apr 06 22:44:57 PDT 2009
0,1467906151,Mon Apr 06 22:45:05 PDT 2009
0,1467906345,Mon Apr 06 22:45:08 PDT 2009
0,1467906496,Mon Apr 06 22:45:10 PDT 2009
0,1467906723,Mon Apr 06 22:45:13 PDT 2009
0,1467907298,Mon Apr 06 22:45:22 PDT 2009
0,1467907751,Mon Apr 06 22:45:29 PDT 2009
0,1467907876,Mon Apr 06 22:45:31 PDT 2009
0,1467908012,Mon Apr 06 22:45:33 PDT 2009
0,1467908134,Mon Apr 06 22:45:37 PDT 2009
0,1467908456,Mon Apr 06 22:45:40 PDT 2009
0,1467908672,Mon Apr 06 22:45:44 PDT 2009
0,1467908798,Mon Apr 06 22:45:46 PDT 2009
0,1467908853,Mon Apr 06 22:45:47 PDT 2009
0,1467909124,Mon Apr 06 22:45:51 PDT 2009
0,1467909222,Mon Apr 06 22:45:53 PDT 2009
0,1467909292,Mon Apr 06 22:45:54 PDT 2009
0,1467910531,Mon Apr 06 22:46:14 PDT 2009
0,1467910689,Mon Apr 06 22:46:16 PDT 2009
0,1467910932,Mon Apr 06 22:46:20 PDT 2009
0,1467910986,Mon Apr 06 22:46:24 PDT 2009
0,1467910995,Mon Apr 06 22:46:22 PDT 2009
0,1467911036,Mon Apr 06 22:46:24 PDT 2009
0,1467911302,Mon Apr 06 22:46:27 PDT 2009
0,1467911624,Mon Apr 06 22:46:32 PDT 2009
0,1467911846,Mon Apr 06 22:46:36 PDT 2009
0,1467912100,Mon Apr 06 22:46:40 PDT 2009
0,1467912333,Mon Apr 06 22:46:44 PDT 2009
0,1467912572,Mon Apr 06 22:46:48 PDT 2009
0,1467912842,Mon Apr 06 22:46:53 PDT 2009
0,1467912994,Mon Apr 06 22:46:55 PDT 2009
0,1467913111,Mon Apr 06 22:46:57 PDT 2009
0,1467913608,Mon Apr 06 22:47:05 PDT 2009
0,1467914434,Mon Apr 06 22:47:22 PDT 2009
0,1467914499,Mon Apr 06 22:47:21 PDT 2009
0,1467914916,Mon Apr 06 22:47:28 PDT 2009
0,1467915140,Mon Apr 06 22:47:32 PDT 2009
0,1467915612,Mon Apr 06 22:47:40 PDT 2009
0,1467915670,Mon Apr 06 22:47:41 PDT 2009
0,1467916510,Mon Apr 06 22:47:56 PDT 2009
0,1467916595,Mon Apr 06 22:47:58 PDT 2009
0,1467916695,Mon Apr 06 22:48:00 PDT 2009
0,1467916700,Mon Apr 06 22:48:00 PDT 2009
0,1467916820,Mon Apr 06 22:48:02 PDT 2009
0,1467916841,Mon Apr 06 22:48:02 PDT 2009
0,1467916851,Mon Apr 06 22:48:03 PDT 2009
0,1467916959,Mon Apr 06 22:48:04 PDT 2009
0,1467917177,Mon Apr 06 22:48:08 PDT 2009
0,1467917302,Mon Apr 06 22:48:10 PDT 2009
0,1467917484,Mon Apr 06 22:48:13 PDT 2009
0,1467917499,Mon Apr 06 22:48:14 PDT 2009
0,1467917718,Mon Apr 06 22:48:17 PDT 2009
0,1467917800,Mon Apr 06 22:48:19 PDT 2009
0,1467918015,Mon Apr 06 22:48:23 PDT 2009
0,1467918552,Mon Apr 06 22:48:32 PDT 2009
0,1467918560,Mon Apr 06 22:48:32 PDT 2009
0,1467918682,Mon Apr 06 22:48:34 PDT 2009
0,1467918728,Mon Apr 06 22:48:35 PDT 2009
0,1467918812,Mon Apr 06 22:48:37 PDT 2009
0,1467918850,Mon Apr 06 22:48:38 PDT 2009
0,1467919055,Mon Apr 06 22:48:42 PDT 2009
0,1467919452,Mon Apr 06 22:48:48 PDT 2009
0,1467919538,Mon Apr 06 22:48:50 PDT 2009
0,1467919762,Mon Apr 06 22:48:53 PDT 2009
0,1467919765,Mon Apr 06 22:48:54 PDT 2009
0,1467922983,Mon Apr 06 22:49:51 PDT 2009
0,1467923235,Mon Apr 06 22:49:55 PDT 2009
0,1467923247,Mon Apr 06 22:49:55 PDT 2009
0,1467923370,Mon Apr 06 22:49:57 PDT 2009
0,1467923445,Mon Apr 06 22:49:58 PDT 2009
0,1467923775,Mon Apr 06 22:50:03 PDT 2009
0,1467924273,Mon Apr 06 22:50:11 PDT 2009
0,1467924690,Mon Apr 06 22:50:17 PDT 2009
0,1467924823,Mon Apr 06 22:50:19 PDT 2009
0,1467925327,Mon Apr 06 22:50:28 PDT 2009
0,1467925657,Mon Apr 06 22:50:34 PDT 2009
0,1467926153,Mon Apr 06 22:50:43 PDT 2009
0,1467926444,Mon Apr 06 22:50:48 PDT 2009
0,1467926546,Mon Apr 06 22:50:49 PDT 2009
0,1467926632,Mon Apr 06 22:50:51 PDT 2009
0,1467927016,Mon Apr 06 22:50:58 PDT 2009
0,1467927126,Mon Apr 06 22:51:00 PDT 2009
0,1467927987,Mon Apr 06 22:51:13 PDT 2009
0,1467928014,Mon Apr 06 22:51:14 PDT 2009
0,1467928037,Mon Apr 06 22:51:17 PDT 2009
0,1467928300,Mon Apr 06 22:51:19 PDT 2009
0,1467928490,Mon Apr 06 22:51:24 PDT 2009
0,1467928676,Mon Apr 06 22:51:25 PDT 2009
0,1467928749,Mon Apr 06 22:51:26 PDT 2009
0,1467928764,Mon Apr 06 22:51:27 PDT 2009
0,1467929184,Mon Apr 06 22:51:33 PDT 2009
0,1467929230,Mon Apr 06 22:51:34 PDT 2009
0,1467929248,Mon Apr 06 22:51:34 PDT 2009
0,1467929601,Mon Apr 06 22:51:40 PDT 2009
0,1467929809,Mon Apr 06 22:51:44 PDT 2009
0,1467929915,Mon Apr 06 22:51:46 PDT 2009
0,1467930017,Mon Apr 06 22:51:48 PDT 2009
0,1467930083,Mon Apr 06 22:51:49 PDT 2009
0,1467930157,Mon Apr 06 22:51:50 PDT 2009
0,1467930220,Mon Apr 06 22:51:51 PDT 2009
0,1467930309,Mon Apr 06 22:51:52 PDT 2009
0,1467930341,Mon Apr 06 22:51:53 PDT 2009
0,1467930699,Mon Apr 06 22:51:59 PDT 2009
0,1467931027,Mon Apr 06 22:52:07 PDT 2009
0,1467931070,Mon Apr 06 22:52:06 PDT 2009
0,1467931396,Mon Apr 06 22:52:11 PDT 2009
0,1467931501,Mon Apr 06 22:52:13 PDT 2009
0,1467931736,Mon Apr 06 22:52:19 PDT 2009
0,1467931839,Mon Apr 06 22:52:18 PDT 2009
0,1467931983,Mon Apr 06 22:52:21 PDT 2009
0,1467932117,Mon Apr 06 22:52:23 PDT 2009
0,1467932208,Mon Apr 06 22:52:25 PDT 2009
0,1467932372,Mon Apr 06 22:52:27 PDT 2009
0,1467932549,Mon Apr 06 22:52:31 PDT 2009
0,1467932979,Mon Apr 06 22:52:38 PDT 2009
0,1467933048,Mon Apr 06 22:52:39 PDT 2009
0,1467933102,Mon Apr 06 22:52:42 PDT 2009
0,1467933112,Mon Apr 06 22:52:40 PDT 2009
0,1467933295,Mon Apr 06 22:52:44 PDT 2009
0,1467933494,Mon Apr 06 22:52:47 PDT 2009
0,1467933623,Mon Apr 06 22:52:50 PDT 2009
0,1467933662,Mon Apr 06 22:52:50 PDT 2009
0,1467933685,Mon Apr 06 22:52:51 PDT 2009
0,1467934004,Mon Apr 06 22:52:56 PDT 2009
0,1467934184,Mon Apr 06 22:52:59 PDT 2009
0,1467934481,Mon Apr 06 22:53:04 PDT 2009
0,1467934606,Mon Apr 06 22:53:06 PDT 2009
0,1467935121,Mon Apr 06 22:53:14 PDT 2009
0,1467935189,Mon Apr 06 22:53:15 PDT 2009
0,1467935271,Mon Apr 06 22:53:19 PDT 2009
0,1467935345,Mon Apr 06 22:53:18 PDT 2009
0,1467936498,Mon Apr 06 22:53:39 PDT 2009
0,1467936541,Mon Apr 06 22:53:40 PDT 2009
0,1467936901,Mon Apr 06 22:53:47 PDT 2009
0,1467937038,Mon Apr 06 22:53:49 PDT 2009
0,1467937128,Mon Apr 06 22:53:50 PDT 2009
0,1467937189,Mon Apr 06 22:53:52 PDT 2009
0,1467937250,Mon Apr 06 22:53:53 PDT 2009
0,1467937393,Mon Apr 06 22:53:55 PDT 2009
0,1467937402,Mon Apr 06 22:53:55 PDT 2009
0,1467942658,Mon Apr 06 22:55:25 PDT 2009
0,1467943007,Mon Apr 06 22:55:30 PDT 2009
0,1467943375,Mon Apr 06 22:55:37 PDT 2009
0,1467943526,Mon Apr 06 22:55:40 PDT 2009
0,1467943851,Mon Apr 06 22:55:48 PDT 2009
0,1467943966,Mon Apr 06 22:55:48 PDT 2009
0,1467944261,Mon Apr 06 22:55:53 PDT 2009
0,1467944317,Mon Apr 06 22:55:54 PDT 2009
0,1467944552,Mon Apr 06 22:56:00 PDT 2009
0,1467944581,Mon Apr 06 22:56:01 PDT 2009
0,1467944654,Mon Apr 06 22:56:00 PDT 2009
0,1467944871,Mon Apr 06 22:56:03 PDT 2009
0,1467945151,Mon Apr 06 22:56:08 PDT 2009
0,1467945476,Mon Apr 06 22:56:13 PDT 2009
0,1467945704,Mon Apr 06 22:56:17 PDT 2009
0,1467945787,Mon Apr 06 22:56:18 PDT 2009
0,1467945885,Mon Apr 06 22:56:20 PDT 2009
0,1467946026,Mon Apr 06 22:56:23 PDT 2009
0,1467946137,Mon Apr 06 22:56:25 PDT 2009
0,1467946559,Mon Apr 06 22:56:32 PDT 2009
0,1467946592,Mon Apr 06 22:56:35 PDT 2009
0,1467946749,Mon Apr 06 22:56:36 PDT 2009
0,1467946810,Mon Apr 06 22:56:37 PDT 2009
0,1467947005,Mon Apr 06 22:56:40 PDT 2009
0,1467947104,Mon Apr 06 22:56:42 PDT 2009
